id,position_x,position_y,iteration_number,time
353,5.764690517091509,-5.863161750133087,5,5
354,0,0,0,0
354,2,0,1,1
354,1.591349591721475,-1.957806130293241,2,2
354,3.5474995242653895,-1.541299898156868,3,3
354,5.159769293721522,-0.35783625676442044,4,4
354,7.106607787020554,-0.8158972581705157,5,5
355,0,0,0,0
355,2,0,1,1
355,3.4184033873547537,-1.4100112874514732,2,2
355,2.8166588874894676,-3.3173401937709563,3,3
356,0,0,0,0
356,2,0,1,1
356,3.960404238947963,0.3959990150427888,2,2
356,5.268566154766512,-1.1168500858268067,3,3
356,7.25590668632683,-0.892177854303734,4,4
357,0,0,0,0
357,2,0,1,1
357,3.7437967852088034,-0.9793736630599386,2,2
357,5.6571192683967935,-0.39696738276469457,3,3
357,7.6325505254296555,-0.08444322571828744,4,4
358,0,0,0,0
358,2,0,1,1
358,3.1537201864048074,1.633685934163007,2,2
358,3.1854838433352155,3.633433685780297,3,3
358,1.1856836994957085,3.661707077856363,4,4
358,1.0987936597090446,5.6598187166257965,5,5
358,1.5731481922080506,7.602751494026407,6,6
358,0.6754458544470284,9.389964551492806,7,7
358,2.5763688422166737,10.011649193871017,8,8
358,1.8164877498815557,11.861671011448202,9,9
358,3.7916455259839914,12.175918938254537,10,10
358,2.8266091011686654,13.927690812323661,11,11
358,0.8269980545442766,13.967132696377494,12,12
358,0.9079592039877815,15.965493347581571,13,13
358,-0.900653175561992,16.81926220420455,14,14
359,0,0,0,0
359,2,0,1,1
359,3.99660277211082,0.11652197389071538,2,2
359,4.164654131820092,-1.8764052050347628,3,3
359,4.784015895257542,-3.778086305007009,4,4
359,6.752221398675275,-4.1332863842808605,5,5
359,8.454210362264659,-5.183635644203451,6,6
360,0,0,0,0
360,2,0,1,1
360,3.9692507382355933,-0.34935874106507225,2,2
360,3.964014756460758,1.6506344050468973,3,3
360,3.7448930954457844,3.638594590179899,4,4
360,5.513566404437703,4.572294073985892,5,5
360,6.934428564137329,3.1647605137701103,6,6
360,6.500867779455541,1.212319721841681,7,7
360,4.501004520657076,1.1889328428711905,8,8
360,4.967895248368888,3.1336726836665436,9,9
360,6.119904010578877,4.768565894794233,10,10
360,4.5359638835715135,5.989685739058462,11,11
360,2.6439062632442987,5.341520666440601,12,12
361,0,0,0,0
361,2,0,1,1
361,1.8510868166853904,-1.9944485112018082,2,2
361,3.6945424706262004,-1.218773803638348,3,3
361,3.9846364408026687,-3.19762334022956,4,4
361,1.9890566685686244,-3.064727243032089,5,5
361,1.1129419050081308,-1.2668332191610099,6,6
361,2.695815800938902,-0.044331591521626024,7,7
361,2.038741846601296,1.8446506261107005,8,8
361,1.0423716359223139,3.5787920284396804,9,9
361,-0.8998969238969583,4.055858943596842,10,10
362,0,0,0,0
362,2,0,1,1
