id,startPosition,endPosition,survived,epilogue,total_iterations,total_time,step_size,moving_type,car probability
790,0,-0.0985797789290439,yes,Went back to the sidewalk,3,3,2,B,0.05
791,0,7.342455373078039,yes,Crossed,5,5,2,B,0.05
792,0,7.018785690565382,yes,Crossed,6,6,2,B,0.05
793,0,1.7569542559580074,no,dead: right lane,2,2,2,B,0.05
794,0,7.248413556530614,yes,Crossed,10,10,2,B,0.05
795,0,7.007578889515949,yes,Crossed,16,16,2,B,0.05
796,0,-0.11480889479355105,yes,Went back to the sidewalk,3,3,2,B,0.05
797,0,7.228961853534855,yes,Crossed,5,5,2,B,0.05
798,0,7.375042813409621,yes,Crossed,4,4,2,B,0.05
799,0,7.842193726278144,yes,Crossed,5,5,2,B,0.05
800,0,6.511507727408089,no,dead: left lane,6,6,2,B,0.05
801,0,6.701536319234526,no,dead: left lane,4,4,2,B,0.05
802,0,8.749493056437753,yes,Crossed,7,7,2,B,0.05
803,0,-0.35265113152901884,yes,Went back to the sidewalk,7,7,2,B,0.05
804,0,6.12514183087938,no,dead: left lane,4,4,2,B,0.05
805,0,-1.0481394715482646,yes,Went back to the sidewalk,4,4,2,B,0.05
806,0,1.0478507376619959,no,dead: right lane,3,3,2,B,0.05
807,0,-0.3662532430135301,yes,Went back to the sidewalk,3,3,2,B,0.05
808,0,-0.9868652012840364,yes,Went back to the sidewalk,3,3,2,B,0.05
809,0,-1.9619249479091976,yes,Went back to the sidewalk,9,9,2,B,0.05
810,0,-1.584025803244804,yes,Went back to the sidewalk,7,7,2,B,0.05
811,0,-0.16705649782039167,yes,Went back to the sidewalk,17,17,2,B,0.05
812,0,7.553888955373892,yes,Crossed,11,11,2,B,0.05
813,0,7.1338443667359455,yes,Crossed,5,5,2,B,0.05
814,0,8.278771147051241,yes,Crossed,6,6,2,B,0.05
815,0,5.369303913796204,no,dead: left lane,8,8,2,B,0.05
816,0,8.268185099954044,yes,Crossed,13,13,2,B,0.05
817,0,8.663893178729266,yes,Crossed,17,17,2,B,0.05
818,0,8.94479620713336,yes,Crossed,5,5,2,B,0.05
819,0,-1.374762953510079,yes,Went back to the sidewalk,5,5,2,B,0.05
820,0,8.46347574686863,yes,Crossed,7,7,2,B,0.05
821,0,7.4921545382426595,yes,Crossed,4,4,2,B,0.05
822,0,8.372661067527941,yes,Crossed,7,7,2,B,0.05
823,0,7.0962094301369305,yes,Crossed,6,6,2,B,0.05
824,0,-1.0735995511926375,yes,Went back to the sidewalk,5,5,2,B,0.05
825,0,-0.2791934917077643,yes,Went back to the sidewalk,3,3,2,B,0.05
826,0,7.933621673362403,yes,Crossed,19,19,2,B,0.05
827,0,-0.7689105587878291,yes,Went back to the sidewalk,7,7,2,B,0.05
828,0,8.634263343308085,yes,Crossed,7,7,2,B,0.05
829,0,7.556077022005094,yes,Crossed,9,9,2,B,0.05
830,0,7.656943460885145,yes,Crossed,5,5,2,B,0.05
831,0,2.2302210499919743,no,dead: right lane,2,2,2,B,0.05
832,0,-0.8633297858241944,yes,Went back to the sidewalk,3,3,2,B,0.05
833,0,-1.332775792847851,yes,Went back to the sidewalk,8,8,2,B,0.05
834,0,7.36592582220173,yes,Crossed,13,13,2,B,0.05
835,0,1.0512089505321418,no,dead: right lane,2,2,2,B,0.05
